id,first_name,last_name,email,totale_spesa,count_orders_per_client
41719,Victoria,Wilson,victoriawilson@example.net,143.0,2
95955,Cassandra,Torres,cassandratorres@example.com,143.0,1
4879,Kimberly,Taylor,kimberlytaylor@example.com,143.0,3
52211,Crystal,Robinson,crystalrobinson@example.org,143.0,2
67832,Patricia,Anderson,patriciaanderson@example.com,143.0,1
76867,Dawn,Thompson,dawnthompson@example.org,143.0,1
85649,Jennifer,Alexander,jenniferalexander@example.com,143.0,1
72094,Michelle,Moore,michellemoore@example.net,143.0,1
41788,Nicholas,Jones,nicholasjones@example.com,143.0,1
47625,Matthew,Gonzalez,matthewgonzalez@example.com,143.0,1
43224,Amanda,Morris,amandamorris@example.com,143.0,2
86701,Nathan,Drake,nathandrake@example.org,143.0,1
8207,Amber,Yang,amberyang@example.com,143.0,1
92986,Matthew,Johnson,matthewjohnson@example.net,143.0,1
28781,Sarah,Lee,sarahlee@example.net,143.0,2
60723,Emily,Williams,emilywilliams@example.com,143.0,2
43726,David,Bennett,davidbennett@example.com,143.0,1
19133,Jacqueline,Lawson,jacquelinelawson@example.net,143.0,3
6033,Ronald,Bennett,ronaldbennett@example.org,143.0,3
84477,Tina,Lopez,tinalopez@example.org,143.0,2
61339,Alexandra,Kim,alexandrakim@example.net,143.0,4
58385,Brian,Fox,brianfox@example.com,143.0,2
511,Brenda,Oconnor,brendaoconnor@example.org,143.0,3
30051,Sara,Davis,saradavis@example.net,143.0,1
49150,Jeremiah,Miller,jeremiahmiller@example.org,143.0,2
99078,Kylie,Vang,kylievang@example.com,143.0,1
69705,Donna,Garcia,donnagarcia@example.com,143.0,2
43374,Tamara,Barnes,tamarabarnes@example.org,143.0,1
87869,James,Rivas,jamesrivas@example.net,143.0,1
69021,Richard,Carpenter,richardcarpenter@example.org,143.0,2
12188,Michelle,Richmond,michellerichmond@example.org,143.0,1
44394,William,Martinez,williammartinez@example.com,143.0,1
80872,Evan,Howard,evanhoward@example.com,143.0,1
3650,Jason,Torres,jasontorres@example.org,143.0,1
35672,Levi,Smith,levismith@example.org,143.0,2
27940,Priscilla,Lam,priscillalam@example.org,143.0,1
60909,Judith,Stephens,judithstephens@example.org,143.0,1
18195,Brianna,Walker,briannawalker@example.org,143.0,2
29332,Kyle,Black,kyleblack@example.net,143.0,1
21471,Elizabeth,Moore,elizabethmoore@example.org,143.0,1
86533,Crystal,Ortega,crystalortega@example.com,143.0,2
76268,Tracy,Davis,tracydavis@example.com,143.0,2
88164,Kevin,Chan,kevinchan@example.com,143.0,1
59261,Kelsey,Arias,kelseyarias@example.org,143.0,1
26575,Edward,Dunn,edwarddunn@example.org,143.0,1
89703,Glenda,Hubbard,glendahubbard@example.org,143.0,1
73899,Kenneth,Dominguez,kennethdominguez@example.org,143.0,1
14789,Sara,Silva,sarasilva@example.org,143.0,2
8196,Robert,Robinson,robertrobinson@example.net,143.0,1
75800,Jared,Delgado,jareddelgado@example.net,143.0,2
83657,Amy,Hampton,amyhampton@example.org,143.0,2
22433,William,White,williamwhite@example.net,143.0,3
5664,Jennifer,Braun,jenniferbraun@example.com,143.0,2
26226,Tammy,Anderson,tammyanderson@example.net,143.0,1
36233,Amy,Parsons,amyparsons@example.net,143.0,2
38732,Monica,Velez,monicavelez@example.net,143.0,2
88190,Cindy,Brown,cindybrown@example.org,143.0,2
34741,Zoe,King,zoeking@example.org,143.0,1
58107,Jeanne,Doyle,jeannedoyle@example.org,143.0,1
5569,Brittany,Parrish,brittanyparrish@example.org,143.0,1
63725,David,Cruz,davidcruz@example.org,143.0,1
28342,Michelle,Carlson,michellecarlson@example.org,143.0,1
61968,Daniel,Ingram,danielingram@example.net,143.0,3
90161,Cynthia,Ross,cynthiaross@example.com,143.0,2
85726,Andrea,Harrison,andreaharrison@example.net,143.0,1
49381,Michael,Hernandez,michaelhernandez@example.com,143.0,3
54989,Albert,Smith,albertsmith@example.net,142.0,1
83207,Tamara,Johnson,tamarajohnson@example.net,142.0,2
57848,Lauren,Reyes,laurenreyes@example.com,142.0,1
12850,Amanda,Green,amandagreen@example.com,142.0,4
13721,Angel,Clark,angelclark@example.net,142.0,1
90986,Patricia,Watts,patriciawatts@example.net,142.0,4
74835,Cindy,Salazar,cindysalazar@example.net,142.0,2
65687,William,Roberts,williamroberts@example.org,142.0,1
39883,Nicholas,Knapp,nicholasknapp@example.org,142.0,1
43239,Troy,Wade,troywade@example.net,142.0,1
10990,Larry,Martinez,larrymartinez@example.com,142.0,1
61,Brittany,Adams,brittanyadams@example.org,142.0,1
96756,Katelyn,Reyes,katelynreyes@example.net,142.0,1
12620,Crystal,Ferguson,crystalferguson@example.net,142.0,1
86536,Caleb,Brady,calebbrady@example.com,142.0,2
80240,Tony,Watts,tonywatts@example.org,142.0,1
41923,David,Benson,davidbenson@example.org,142.0,3
61383,Monica,Hudson,monicahudson@example.com,142.0,2
83302,Tina,Zuniga,tinazuniga@example.org,142.0,1
53540,Hannah,Yates,hannahyates@example.net,142.0,1
20027,Caroline,Kaufman,carolinekaufman@example.com,142.0,2
98747,Lisa,Howard,lisahoward@example.org,142.0,2
45374,Kim,Walker,kimwalker@example.com,142.0,1
22369,Jacqueline,Blake,jacquelineblake@example.org,142.0,2
27545,James,Griffin,jamesgriffin@example.org,142.0,2
88942,David,Herrera,davidherrera@example.net,142.0,4
88756,Heather,Day,heatherday@example.net,142.0,2
48068,Stacy,Russell,stacyrussell@example.net,142.0,2
52220,Linda,Brown,lindabrown@example.net,142.0,1
44585,Alyssa,Sosa,alyssasosa@example.com,142.0,2
35298,Isaac,Dean,isaacdean@example.org,142.0,1
89301,Richard,Bell,richardbell@example.com,142.0,1
61322,Chloe,Conrad,chloeconrad@example.com,142.0,2
16754,Albert,Chung,albertchung@example.com,142.0,2
4427,Calvin,James,calvinjames@example.com,142.0,1
56903,Andrea,Webster,andreawebster@example.org,142.0,1
30893,Samantha,Cooper,samanthacooper@example.net,142.0,2
48258,Anne,Bradley,annebradley@example.com,142.0,3
64828,Matthew,Russell,matthewrussell@example.net,142.0,3
65921,James,Wallace,jameswallace@example.org,142.0,2
89723,Kelsey,Charles,kelseycharles@example.com,142.0,1
10431,Keith,Patterson,keithpatterson@example.org,142.0,1
63816,Kayla,Foster,kaylafoster@example.com,142.0,3
88092,Justin,Jones,justinjones@example.net,142.0,2
44867,Geoffrey,Smith,geoffreysmith@example.net,142.0,2
99835,Philip,Haney,philiphaney@example.org,142.0,2
72468,Madison,Miller,madisonmiller@example.net,142.0,2
18,Matthew,Ortiz,matthewortiz@example.net,142.0,1
83061,Destiny,Jensen,destinyjensen@example.com,142.0,2
31935,Mary,Holden,maryholden@example.com,142.0,1
19532,Ashley,Ford,ashleyford@example.org,142.0,2
69013,Kaitlyn,Coleman,kaitlyncoleman@example.org,142.0,4
76183,Jerry,Turner,jerryturner@example.org,142.0,1
49427,Christopher,Cox,christophercox@example.net,142.0,1
72723,Tracie,Jones,traciejones@example.org,142.0,1
57995,Kara,Farmer,karafarmer@example.org,142.0,1
48029,Jason,Harrison,jasonharrison@example.org,142.0,1
11670,Mary,Garrison,marygarrison@example.com,142.0,2
6218,Ryan,Hester,ryanhester@example.com,142.0,1
76793,Matthew,Flores,matthewflores@example.net,142.0,2
73376,Cindy,Powell,cindypowell@example.org,142.0,2
96385,Charles,Swanson,charlesswanson@example.net,142.0,1
10887,Adam,Meyer,adammeyer@example.com,142.0,2
64298,Alexandra,Taylor,alexandrataylor@example.net,142.0,2
77511,Joshua,Thompson,joshuathompson@example.com,142.0,1
82468,Tony,Anderson,tonyanderson@example.com,142.0,2
47861,Louis,Duncan,louisduncan@example.com,142.0,1
56991,Leah,Stanley,leahstanley@example.org,142.0,1
75236,Benjamin,Turner,benjaminturner@example.com,142.0,1
85277,William,Alexander,williamalexander@example.com,142.0,2
35394,Virginia,Hamilton,virginiahamilton@example.com,142.0,1
81060,Nicholas,Diaz,nicholasdiaz@example.net,142.0,2
94029,Cathy,Stout,cathystout@example.org,142.0,1
60811,Ryan,Orozco,ryanorozco@example.org,142.0,1
70207,Sarah,Hernandez,sarahhernandez@example.org,142.0,1
10040,Sonya,Mccarthy,sonyamccarthy@example.com,142.0,2
51588,Sheila,Thomas,sheilathomas@example.com,142.0,2
10068,Amber,Mathis,ambermathis@example.net,142.0,1
64266,Douglas,Morgan,douglasmorgan@example.net,142.0,2
57874,Brian,Flores,brianflores@example.net,142.0,2
41194,Stephen,Cruz,stephencruz@example.net,142.0,2
39057,Caitlin,White,caitlinwhite@example.net,142.0,1
73357,Angel,Perkins,angelperkins@example.com,142.0,1
20924,Mia,Combs,miacombs@example.net,142.0,3
89355,Terry,Jackson,terryjackson@example.com,142.0,2
79799,Robin,Thomas,robinthomas@example.com,142.0,2
54610,Arthur,Manning,arthurmanning@example.net,142.0,2
55761,Kimberly,Johnston,kimberlyjohnston@example.com,142.0,2
67663,Crystal,Norman,crystalnorman@example.com,142.0,2
48470,John,Cabrera,johncabrera@example.org,142.0,1
95246,Ruben,Curtis,rubencurtis@example.net,142.0,3
80366,Dennis,Clark,dennisclark@example.com,142.0,1
77299,Sheila,Johnson,sheilajohnson@example.com,142.0,1
53954,Mary,Garcia,marygarcia@example.net,142.0,2
93578,Cassandra,Brown,cassandrabrown@example.org,142.0,2
3269,Nathan,Orozco,nathanorozco@example.net,142.0,1
6459,Cheryl,Wilson,cherylwilson@example.com,142.0,1
69647,Haley,Cannon,haleycannon@example.com,142.0,1
33846,Brian,Carey,briancarey@example.net,142.0,2
73386,Cassidy,Jordan,cassidyjordan@example.net,142.0,1
23025,Matthew,Graham,matthewgraham@example.com,142.0,1
95137,Carly,Medina,carlymedina@example.org,142.0,1
13349,Jeffrey,Bell,jeffreybell@example.net,142.0,2
86512,Anthony,Caldwell,anthonycaldwell@example.com,142.0,1
50627,Kimberly,Key,kimberlykey@example.org,142.0,1
35,Matthew,Williams,matthewwilliams@example.net,142.0,2
79524,James,Robbins,jamesrobbins@example.net,142.0,1
79672,Carlos,Campbell,carloscampbell@example.com,142.0,2
96145,Kevin,Gross,kevingross@example.org,142.0,2
62816,Thomas,Valenzuela,thomasvalenzuela@example.com,142.0,1
25291,Cameron,Collins,cameroncollins@example.org,142.0,3
48220,Philip,Mckinney,philipmckinney@example.net,142.0,1
5910,Kristine,Jones,kristinejones@example.com,142.0,2
52889,Gabriel,Jackson,gabrieljackson@example.com,142.0,1
25909,Elizabeth,Henry,elizabethhenry@example.org,142.0,1
96046,Ryan,Baker,ryanbaker@example.net,142.0,2
62999,Donna,Delacruz,donnadelacruz@example.net,142.0,1
85671,Ann,Howard,annhoward@example.org,142.0,3
4656,Alexander,Flowers,alexanderflowers@example.net,142.0,2
75491,Susan,Estes,susanestes@example.com,142.0,2
42019,William,Gallagher,williamgallagher@example.com,142.0,1
14912,Jessica,Nguyen,jessicanguyen@example.org,142.0,2
82356,Joseph,Johnson,josephjohnson@example.org,142.0,1
95029,Heather,Burke,heatherburke@example.net,142.0,1
11658,Nicole,Rivera,nicolerivera@example.net,142.0,2
27628,John,Morrison,johnmorrison@example.net,142.0,1
43163,Kara,Jones,karajones@example.org,142.0,2
45476,Tiffany,Vega,tiffanyvega@example.net,142.0,1
76900,Shane,Smith,shanesmith@example.net,142.0,1
23667,Matthew,Kim,matthewkim@example.org,142.0,1
25876,Thomas,Thompson,thomasthompson@example.org,142.0,1
98863,Melissa,Garrett,melissagarrett@example.org,142.0,1
26818,Brian,Hampton,brianhampton@example.org,142.0,2
25126,Christopher,Cruz,christophercruz@example.org,141.0,1
29032,Miguel,Thompson,miguelthompson@example.org,141.0,1
85706,Rachel,Snow,rachelsnow@example.com,141.0,1
1939,Chad,Trevino,chadtrevino@example.org,141.0,2
90070,Eric,Ruiz,ericruiz@example.com,141.0,2
87437,Allison,Martin,allisonmartin@example.net,141.0,2
29675,Elizabeth,Obrien,elizabethobrien@example.org,141.0,1
940,Diana,Reed,dianareed@example.com,141.0,2
10888,Linda,Blanchard,lindablanchard@example.org,141.0,1
38884,Joseph,Tapia,josephtapia@example.net,141.0,2
84732,Dalton,Kidd,daltonkidd@example.com,141.0,2
6598,Timothy,Nelson,timothynelson@example.com,141.0,2
47615,William,Hall,williamhall@example.net,141.0,1
9645,Jessica,Ramos,jessicaramos@example.net,141.0,2
48332,Michelle,Guerra,michelleguerra@example.net,141.0,2
52363,Michael,Weber,michaelweber@example.net,141.0,1
99686,Megan,Jones,meganjones@example.org,141.0,1
91843,Amanda,Carson,amandacarson@example.com,141.0,2
29747,Michelle,Cole,michellecole@example.com,141.0,1
47684,Melissa,Griffin,melissagriffin@example.org,141.0,1
28052,Renee,Davis,reneedavis@example.net,141.0,2
88846,Sonia,Henderson,soniahenderson@example.net,141.0,1
80746,Sydney,Reynolds,sydneyreynolds@example.org,141.0,1
35388,Molly,Kirby,mollykirby@example.org,141.0,2
56696,Thomas,Smith,thomassmith@example.net,141.0,1
3894,Emma,Hill,emmahill@example.net,141.0,1
25659,Johnny,Martinez,johnnymartinez@example.net,141.0,2
23819,Jennifer,Lozano,jenniferlozano@example.net,141.0,2
12051,Steven,Martin,stevenmartin@example.net,141.0,1
85586,Sara,Krueger,sarakrueger@example.net,141.0,1
91464,Dennis,Moore,dennismoore@example.com,141.0,2
15244,Karla,Morrow,karlamorrow@example.org,141.0,2
76089,Connor,Lucero,connorlucero@example.org,141.0,1
92156,Trevor,Peck,trevorpeck@example.com,141.0,3
64128,Jonathan,Weber,jonathanweber@example.com,141.0,1
95974,Evelyn,Henderson,evelynhenderson@example.com,141.0,2
45584,Erica,Marquez,ericamarquez@example.com,141.0,2
42132,Brenda,Perez,brendaperez@example.com,141.0,1
29948,Angela,Maxwell,angelamaxwell@example.com,141.0,2
66740,Jacqueline,Robinson,jacquelinerobinson@example.net,141.0,2
75113,Tamara,Payne,tamarapayne@example.org,141.0,1
16184,Robert,Smith,robertsmith@example.net,141.0,2
70417,Roy,Weber,royweber@example.net,141.0,1
32731,Stephen,Jackson,stephenjackson@example.org,141.0,2
5954,Jody,Thompson,jodythompson@example.com,141.0,1
96452,Matthew,Manning,matthewmanning@example.org,141.0,1
79386,Valerie,Mathis,valeriemathis@example.org,141.0,1
80818,Veronica,Perez,veronicaperez@example.net,141.0,1
9874,Ryan,Allen,ryanallen@example.net,141.0,1
52394,Samantha,Rosales,samantharosales@example.net,141.0,2
24490,Jeffrey,Ellis,jeffreyellis@example.net,141.0,1
81811,Amy,Holloway,amyholloway@example.net,141.0,2
19579,Stephen,Martinez,stephenmartinez@example.org,141.0,2
74111,Cody,Boone,codyboone@example.com,141.0,3
31994,Erin,Shaw,erinshaw@example.org,141.0,2
10677,Taylor,Jones,taylorjones@example.net,141.0,2
55587,Tami,Trujillo,tamitrujillo@example.org,141.0,2
71107,Kathryn,Brown,kathrynbrown@example.com,141.0,2
37804,Garrett,Hines,garretthines@example.com,141.0,2
79722,Crystal,Finley,crystalfinley@example.org,141.0,1
89500,Gregory,Rogers,gregoryrogers@example.com,141.0,2
2319,Anna,Smith,annasmith@example.org,141.0,1
13692,Mary,Young,maryyoung@example.net,141.0,2
91423,Stephen,Mueller,stephenmueller@example.net,141.0,3
90081,Juan,Mccoy,juanmccoy@example.org,141.0,3
15468,Amanda,Hartman,amandahartman@example.net,141.0,1
56701,Donna,Clark,donnaclark@example.org,141.0,1
92536,Jacqueline,Arias,jacquelinearias@example.org,141.0,1
93354,Raymond,Wells,raymondwells@example.net,141.0,2
48753,Tammie,Henry,tammiehenry@example.com,141.0,1
7607,Kelly,Williams,kellywilliams@example.org,141.0,2
20334,Lori,Fischer,lorifischer@example.com,141.0,2
99529,Kelly,Martinez,kellymartinez@example.org,141.0,1
59812,Brian,Randall,brianrandall@example.org,141.0,2
76625,Deborah,Snyder,deborahsnyder@example.org,141.0,2
36811,James,Johnston,jamesjohnston@example.com,141.0,2
37283,Bradley,Fox,bradleyfox@example.org,141.0,1
77984,Jessica,May,jessicamay@example.org,141.0,3
37424,Ryan,Miller,ryanmiller@example.com,141.0,2
17039,Tammy,Dean,tammydean@example.com,141.0,3
36156,Elizabeth,Snyder,elizabethsnyder@example.com,141.0,1
21499,Madison,Fernandez,madisonfernandez@example.net,141.0,2
89007,Anne,Wright,annewright@example.net,141.0,1
77415,Jeffery,Reilly,jefferyreilly@example.net,141.0,2
61185,Scott,Nelson,scottnelson@example.org,141.0,2
4199,Linda,Moran,lindamoran@example.net,141.0,2
94355,Shane,Robinson,shanerobinson@example.org,141.0,1
15373,Amanda,Knight,amandaknight@example.com,141.0,2
59688,Elizabeth,Black,elizabethblack@example.net,141.0,1
8151,Micheal,Carrillo,michealcarrillo@example.com,141.0,1
34590,Christine,Maxwell,christinemaxwell@example.com,141.0,2
55882,Thomas,Palmer,thomaspalmer@example.org,141.0,1
60542,Bobby,Stanton,bobbystanton@example.org,141.0,2
54842,William,Sanchez,williamsanchez@example.com,141.0,1
13352,Bryan,Hartman,bryanhartman@example.org,141.0,2
62847,Andrew,Love,andrewlove@example.com,141.0,2
73052,Charles,Mcdaniel,charlesmcdaniel@example.org,141.0,1
37220,Angela,Jones,angelajones@example.net,141.0,1
94291,Daniel,Franklin,danielfranklin@example.com,141.0,2
2893,Melody,Johnson,melodyjohnson@example.net,141.0,1
24345,Brent,Todd,brenttodd@example.org,141.0,2
74455,Adam,Taylor,adamtaylor@example.com,141.0,1
95203,Michael,Evans,michaelevans@example.net,141.0,1
900,Lisa,Barnett,lisabarnett@example.net,141.0,2
90364,Amber,Johnson,amberjohnson@example.org,141.0,1
28143,Kristy,Santos,kristysantos@example.org,141.0,3
85352,Jacob,Martinez,jacobmartinez@example.com,141.0,3
85928,Erica,Bates,ericabates@example.com,141.0,1
15455,Samantha,Ortega,samanthaortega@example.net,141.0,1
99521,Thomas,Hobbs,thomashobbs@example.com,141.0,3
91630,Mia,Hicks,miahicks@example.net,141.0,3
70881,Mark,Howard,markhoward@example.org,141.0,1
33360,Christine,Hoover,christinehoover@example.org,141.0,3
67671,Tony,Horton,tonyhorton@example.net,140.0,1
2346,Latasha,Velasquez,latashavelasquez@example.org,140.0,1
53408,Bill,Schneider,billschneider@example.net,140.0,2
20701,Jeanette,Collins,jeanettecollins@example.com,140.0,2
24926,James,Sanders,jamessanders@example.com,140.0,1
55721,James,Tucker,jamestucker@example.org,140.0,1
86983,Patrick,Young,patrickyoung@example.org,140.0,1
57869,Mark,Price,markprice@example.net,140.0,1
7816,Amber,Allen,amberallen@example.net,140.0,1
39760,Wesley,Davis,wesleydavis@example.org,140.0,2
60847,Zachary,Kaiser,zacharykaiser@example.org,140.0,1
38849,Rita,Walton,ritawalton@example.net,140.0,2
47004,Steven,Edwards,stevenedwards@example.net,140.0,1
70321,Erica,Francis,ericafrancis@example.net,140.0,2
66872,Anthony,Smith,anthonysmith@example.net,140.0,1
88937,Dennis,Skinner,dennisskinner@example.org,140.0,1
75468,Paul,Blanchard,paulblanchard@example.net,140.0,1
47574,Frederick,Cruz,frederickcruz@example.net,140.0,1
38838,Kevin,Green,kevingreen@example.org,140.0,3
42046,Paul,Stewart,paulstewart@example.com,140.0,2
45625,Joseph,Nelson,josephnelson@example.com,140.0,1
78310,Donald,Hayes,donaldhayes@example.com,140.0,2
4538,Shane,Mcintyre,shanemcintyre@example.net,140.0,1
31110,Lauren,Jimenez,laurenjimenez@example.com,140.0,3
48462,Brenda,Kennedy,brendakennedy@example.com,140.0,3
44068,Kevin,Grant,kevingrant@example.com,140.0,1
48804,Jesus,Snyder,jesussnyder@example.org,140.0,1
79168,Richard,Simon,richardsimon@example.com,140.0,1
36443,Joseph,Oneal,josephoneal@example.net,140.0,1
4753,Pamela,Howell,pamelahowell@example.org,140.0,1
94155,Kendra,Farmer,kendrafarmer@example.com,140.0,1
51679,Steven,Allen,stevenallen@example.net,140.0,1
42804,Kimberly,Lee,kimberlylee@example.org,140.0,1
33555,Maria,Anderson,mariaanderson@example.com,140.0,1
28656,Michael,Mccoy,michaelmccoy@example.net,140.0,1
96990,Susan,Glover,susanglover@example.org,140.0,1
88477,Michelle,Bates,michellebates@example.com,140.0,1
29303,Gail,Drake,gaildrake@example.com,140.0,1
47871,Steven,Mccormick,stevenmccormick@example.net,140.0,1
89300,Elizabeth,Hall,elizabethhall@example.com,140.0,1
70700,James,Rose,jamesrose@example.com,140.0,1
12176,Robert,Roy,robertroy@example.com,140.0,1
74053,Alan,Hall,alanhall@example.net,140.0,1
36033,Matthew,Mercer,matthewmercer@example.com,140.0,1
52811,Debbie,Fitzgerald,debbiefitzgerald@example.com,140.0,3
39282,Jeffery,Howell,jefferyhowell@example.org,140.0,1
23187,Christopher,Wright,christopherwright@example.net,140.0,1
91740,Jackie,Morris,jackiemorris@example.com,140.0,1
10267,Desiree,Fuentes,desireefuentes@example.com,140.0,2
44584,Carla,King,carlaking@example.net,140.0,2
48266,John,Cole,johncole@example.org,140.0,1
37974,Deborah,Walsh,deborahwalsh@example.com,140.0,1
78492,Diane,Stewart,dianestewart@example.net,140.0,1
14739,Isaac,Harvey,isaacharvey@example.org,140.0,1
43147,Kelly,Hernandez,kellyhernandez@example.net,140.0,1
53488,Kathy,Miller,kathymiller@example.net,140.0,1
41312,Michael,Rivera,michaelrivera@example.net,140.0,1
95779,David,Hernandez,davidhernandez@example.net,140.0,1
46306,Richard,Phelps,richardphelps@example.com,140.0,1
57207,Julie,Pollard,juliepollard@example.com,140.0,1
31106,Sarah,Good,sarahgood@example.org,140.0,3
90413,Dustin,Gonzales,dustingonzales@example.org,140.0,1
95451,Michael,Shannon,michaelshannon@example.org,140.0,2
57300,Dakota,Chase,dakotachase@example.com,140.0,1
72996,Jonathan,Perez,jonathanperez@example.net,140.0,1
50604,Michael,Woods,michaelwoods@example.com,140.0,1
68068,Joseph,Reid,josephreid@example.net,140.0,1
17198,Amanda,Juarez,amandajuarez@example.com,140.0,2
9250,Steven,Walker,stevenwalker@example.com,140.0,1
93769,Julia,Scott,juliascott@example.org,140.0,1
22192,Lance,Holloway,lanceholloway@example.net,140.0,1
3927,Ryan,Miller,ryanmiller@example.com,140.0,1
11457,Kimberly,Weiss,kimberlyweiss@example.org,140.0,1
74965,Cody,Ramirez,codyramirez@example.org,140.0,3
27973,Tina,Underwood,tinaunderwood@example.com,140.0,1
56891,Samuel,Wilson,samuelwilson@example.net,140.0,2
53975,Lori,Wagner,loriwagner@example.net,140.0,1
92282,Matthew,Long,matthewlong@example.com,140.0,1
32182,Brianna,Good,briannagood@example.com,140.0,1
51661,Jessica,Sharp,jessicasharp@example.com,140.0,1
37594,Christopher,Jones,christopherjones@example.net,140.0,1
45306,David,Smith,davidsmith@example.net,140.0,1
11373,Tyler,Santiago,tylersantiago@example.org,140.0,1
20610,Carol,Gallegos,carolgallegos@example.com,140.0,2
58915,Joseph,Ramos,josephramos@example.com,140.0,1
51730,Jake,Frederick,jakefrederick@example.com,140.0,1
78118,Brian,Chambers,brianchambers@example.com,140.0,1
61389,Kenneth,Bailey,kennethbailey@example.net,140.0,2
41989,Kristin,Pham,kristinpham@example.com,140.0,1
22321,Steven,Jackson,stevenjackson@example.net,140.0,2
17379,Robert,Parker,robertparker@example.net,140.0,1
46398,Chelsea,Lopez,chelsealopez@example.org,140.0,3
18891,Renee,Nelson,reneenelson@example.net,140.0,1
86778,Brandon,Wu,brandonwu@example.com,140.0,1
98050,James,Jensen,jamesjensen@example.org,140.0,1
36592,Maria,Scott,mariascott@example.org,140.0,1
41351,Roberto,Grimes,robertogrimes@example.net,140.0,1
53228,Joseph,Meyer,josephmeyer@example.net,140.0,1
71981,Bob,Cruz,bobcruz@example.com,140.0,1
93233,Julie,Estes,julieestes@example.com,140.0,1
48475,Dawn,Clark,dawnclark@example.net,140.0,1
51683,Zachary,Jackson,zacharyjackson@example.com,140.0,1
7843,Joyce,Andrews,joyceandrews@example.net,140.0,2
62924,Eric,Smith,ericsmith@example.com,140.0,1
65975,Donald,Johnson,donaldjohnson@example.org,140.0,1
16560,Mary,Byrd,marybyrd@example.com,140.0,1
49806,Jeffrey,Mcintosh,jeffreymcintosh@example.org,140.0,2
14312,Lindsey,Marshall,lindseymarshall@example.com,140.0,1
97763,Antonio,Anderson,antonioanderson@example.com,140.0,2
55936,Catherine,Tanner,catherinetanner@example.net,140.0,1
82529,Christopher,Phillips,christopherphillips@example.org,140.0,1
34813,Monica,Tate,monicatate@example.org,140.0,1
47596,Justin,Owens,justinowens@example.net,140.0,2
12960,Marcus,Black,marcusblack@example.org,140.0,3
62699,Brandon,Pruitt,brandonpruitt@example.net,140.0,2
67046,Douglas,Rodriguez,douglasrodriguez@example.org,140.0,1
90329,Sarah,Watson,sarahwatson@example.org,140.0,2
47392,Michael,Martinez,michaelmartinez@example.com,140.0,2
92436,Ryan,Thomas,ryanthomas@example.com,140.0,2
79423,Angela,Haas,angelahaas@example.org,140.0,3
68627,Jeffrey,Stuart,jeffreystuart@example.org,140.0,1
77749,Michael,Hansen,michaelhansen@example.com,140.0,1
38430,Laura,Kennedy,laurakennedy@example.com,140.0,3
42250,Brian,English,brianenglish@example.net,140.0,2
65924,Joshua,Sandoval,joshuasandoval@example.net,140.0,1
61767,Matthew,Thompson,matthewthompson@example.net,140.0,1
69389,Kimberly,Chandler,kimberlychandler@example.com,140.0,1
29826,Thomas,Mason,thomasmason@example.com,140.0,1
37593,Kimberly,Winters,kimberlywinters@example.org,140.0,2
30737,Susan,Zamora,susanzamora@example.com,140.0,1
39683,Jonathan,Alexander,jonathanalexander@example.com,140.0,2
40442,Taylor,Lee,taylorlee@example.org,140.0,2
54075,Robert,Barnett,robertbarnett@example.org,140.0,2
93229,Briana,Brown,brianabrown@example.org,140.0,1
58166,Alice,Holder,aliceholder@example.org,140.0,1
60910,Omar,Carey,omarcarey@example.com,140.0,1
16933,Donald,King,donaldking@example.com,140.0,2
21480,Zachary,Cohen,zacharycohen@example.org,140.0,1
55131,Julia,Avila,juliaavila@example.com,140.0,1
81561,Clifford,Ward,cliffordward@example.org,140.0,1
81596,Felicia,Frank,feliciafrank@example.com,140.0,1
3571,Barbara,Crawford,barbaracrawford@example.org,140.0,1
93502,Michelle,Silva,michellesilva@example.com,140.0,1
78246,Erin,Patterson,erinpatterson@example.net,140.0,1
43735,Chad,Alvarado,chadalvarado@example.net,140.0,1
39507,Michael,Williams,michaelwilliams@example.net,140.0,1
10435,Harold,Rodgers,haroldrodgers@example.org,140.0,1
14882,Michael,Taylor,michaeltaylor@example.org,140.0,1
74926,Jennifer,Walker,jenniferwalker@example.org,140.0,1
20077,Jimmy,Stafford,jimmystafford@example.org,140.0,1
46368,Victoria,Matthews,victoriamatthews@example.org,140.0,1
98091,Olivia,Bullock,oliviabullock@example.org,140.0,2
72912,Edward,Green,edwardgreen@example.com,140.0,1
97815,Stephanie,Hawkins,stephaniehawkins@example.org,140.0,1
89423,Oscar,Roman,oscarroman@example.net,140.0,1
85303,Scott,Martin,scottmartin@example.com,140.0,1
31805,Carla,Bell,carlabell@example.org,140.0,2
3814,Austin,Kelly,austinkelly@example.com,140.0,2
84728,Frederick,Oneal,frederickoneal@example.net,140.0,1
21641,Amy,Valenzuela,amyvalenzuela@example.com,140.0,1
83567,Tracey,Mcmillan,traceymcmillan@example.net,140.0,1
94912,Amber,Price,amberprice@example.net,140.0,1
95174,Jimmy,Hill,jimmyhill@example.org,140.0,2
90799,Robert,Rodriguez,robertrodriguez@example.org,140.0,1
9858,John,Cooper,johncooper@example.com,140.0,1
10282,Stephen,Perry,stephenperry@example.com,140.0,1
43111,Scott,Smith,scottsmith@example.com,140.0,2
46899,Martin,Wright,martinwright@example.org,140.0,1
51721,Courtney,Serrano,courtneyserrano@example.com,140.0,1
11569,Michael,Graham,michaelgraham@example.org,140.0,1
